Accession	Sample1-rep1	Sample1-rep2	Sample1-rep3	Sample2-rep1	Sample2-rep2	Sample2-rep3	Ratio	Fold_Change	P-val
"Q7KZ85-2;Q7KZ85"	 622831.84446486 	 872903.915377866 	 165540.649765162 	 817925.686937382 	 704042.098983441 	 189035.371186735 	 0.970937080219225 	 -1.02993285597272 	 0.956177933964339 
Q7KZF4	 222503.262351995 	 619071.099497217 	 379827.080295678 	 549343.515953656 	 826251.261228836 	 744536.275181469 	 0.576097143043595 	 -1.7358183634046 	 0.109127135603608 
Q7L014	 432303.608587452 	 692919.258194403 	 704943.737455449 	 920184.295873017 	 611961.057889248 	 616956.729933502 	 0.851595937727632 	 -1.17426581750538 	 0.476614485848201 
"Q7L1Q6-3;Q7L1Q6-4"	 338169.791002166 	 419314.182146434 	 583527.537172674 	 775835.464590938 	 80964.3376868372 	 691396.665642802 	 0.866176572617054 	 -1.1544990151126 	 0.788212735205162 
Q7L2H7	 257743.9561441 	 275201.053873669 	 470211.107087095 	 11114.5983641739 	 976938.278343559 	 28995.3775349022 	 0.986340729577166 	 -1.01384842987138 	 0.989865952183781 
"Q7L576;Q7L576-2;Q96F07"	 29638.2073684406 	 43127.3158774386 	 280811.800735347 	 972137.626509999 	 396655.716780656 	 937517.255611016 	 0.153308632475439 	 -6.52278990330309 	 0.0559428265582427 
Q7L5N7	 223188.765033023 	 223488.728380297 	 585902.507224834 	 880308.782058485 	 608288.889312144 	 127872.368363114 	 0.638786971151186 	 -1.56546711996623 	 0.492800002771475 
Q7RTM1	 197959.858330421 	 796502.823840065 	 475018.495717274 	 196111.189569191 	 296101.29509445 	 350531.557801938 	 1.74368622480981 	 1.74368622480981 	 0.350477051692224 
"Q7RTR0;Q7RTR0-2"	 445544.053431623 	 790452.461746204 	 531387.943235349 	 221315.669068291 	 769500.687680749 	 618103.73249615 	 1.09849113714674 	 1.09849113714674 	 0.800743053754459 
Q7RTS9	 51705.4913127351 	 865602.245019976 	 849603.312566812 	 179494.109890146 	 676801.319176704 	 869583.863106325 	 1.02377440700078 	 1.02377440700078 	 0.969813712573682 
Q7Z2Y5	 836332.691398655 	 536799.258069357 	 138537.396326622 	 111559.336026369 	 957935.120892039 	 927342.084081066 	 0.757032092891289 	 -1.32094796163893 	 0.664044518282427 
Q7Z304	 767889.813797009 	 133607.963831381 	 217840.521607542 	 381211.119716653 	 552766.793638049 	 776726.598431194 	 0.654314226404533 	 -1.52831767925178 	 0.449996171511912 
"Q7Z333-3;Q7Z333;Q7Z333-4"	 964370.664883393 	 529966.966418099 	 544684.819851684 	 758219.279518718 	 45256.8001376936 	 667722.349284832 	 1.38596018799488 	 1.38596018799488 	 0.521917471569563 
"Q7Z3Y9;P02533;P08779;P13645;Q7Z3Y7;Q7Z3Y8;Q7Z3Z0"	 184493.04763341 	 429093.644295722 	 901348.626118783 	 543586.077334843 	 237585.41178852 	 875790.122540305 	 0.914285103157489 	 -1.0937507310865 	 0.873936002106089 
"Q7Z406-2;Q7Z406;Q7Z406-6"	 528801.465220637 	 455103.047722915 	 760112.578449294 	 42418.1656291343 	 363567.707651683 	 133672.200626422 	 3.23170758618655 	 3.23170758618655 	 0.0389130699755208 
Q7Z4G4-2	 594017.759883428 	 718137.231072223 	 389129.618638473 	 558859.590379161 	 602277.616295201 	 638041.661313465 	 0.945589479659026 	 -1.05754137658193 	 0.769309079482634 
"Q7Z4H8-3;Q7Z4H8;Q7Z4H8-2"	 372897.314529931 	 874048.302330601 	 593374.771542982 	 561963.870357117 	 507083.081418925 	 656312.933597587 	 1.066629868936 	 1.066629868936 	 0.820610031724978 
"Q7Z591-2;Q7Z591;Q7Z591-4;Q7Z591-5;Q7Z591-7"	 874258.135671337 	 459395.152446892 	 502299.42630825 	 270453.184512159 	 472928.332780914 	 163357.240059251 	 2.02478685237572 	 2.02478685237572 	 0.133873249760766 
Q7Z695	 558546.077696366 	 667881.84711579 	 683650.570506179 	 328136.792629472 	 319421.407489312 	 372959.217954345 	 1.87167652554605 	 1.87167652554605 	 0.00864374004244638 
Q7Z6Z7-2	 727036.481301918 	 353916.674548916 	 325763.853584063 	 515518.367444005 	 409767.684809384 	 100108.409373856 	 1.37187888376393 	 1.37187888376393 	 0.518242221826378 
Q7Z794	 964171.970061434 	 904041.045728358 	 128446.492217387 	 729469.867718228 	 568184.967391987 	 682640.460484224 	 1.00826352132894 	 1.00826352132894 	 0.985794378870616 
Q7Z7G0	 681517.399320905 	 530001.392445236 	 711339.186799001 	 372761.452486892 	 368698.41965822 	 245249.36524323 	 1.94875846470702 	 1.94875846470702 	 0.0133517081052141 
"Q7Z7H5-2;Q7Z7H5;Q7Z7H5-3"	 498365.782272482 	 374835.710274392 	 257150.279432284 	 784223.069375089 	 666309.753791054 	 787339.822473124 	 0.505101027166031 	 -1.97980195290969 	 0.0169426461380435 
"Q86SE5;Q9UKM9;Q9UKM9-2"	 379764.417414568 	 947605.28387245 	 673606.162059634 	 836655.448789012 	 156446.062014359 	 302984.861150621 	 1.54385996693257 	 1.54385996693257 	 0.42588687055278 
"Q86TD4-2;Q86TD4"	 620824.94806109 	 122269.601015829 	 328803.221937189 	 160912.997459604 	 561962.233206189 	 553349.549820413 	 0.839897318563071 	 -1.19062173184555 	 0.745852342055479 
"Q86UK5;Q86UK5-3"	 607467.485766461 	 981611.952609001 	 291239.216226053 	 25690.7867748758 	 814772.072185126 	 149304.275408605 	 1.89975862938812 	 1.89975862938812 	 0.402736694220612 
Q86UP2	 202384.314067498 	 810067.239150669 	 450674.219060946 	 854700.276288655 	 952034.604976434 	 522384.458340449 	 0.628188408983333 	 -1.59187910139637 	 0.263847812979937 
Q86UX7-2	 832447.44494803 	 665106.218079678 	 954044.794389249 	 87355.1902004622 	 846532.401234735 	 816612.342001687 	 1.40051331084804 	 1.40051331084804 	 0.451199217164882 
"Q86VB7-4;Q86VB7"	 632609.142100704 	 406796.57575309 	 190376.661267659 	 691062.062436255 	 154269.713670738 	 232945.027972223 	 1.1405071262491 	 1.1405071262491 	 0.822972615240489 
Q86VP6	 663578.474240725 	 541467.126524322 	 343159.072787574 	 263835.683547441 	 539079.688580173 	 612940.864236845 	 1.09347590086406 	 1.09347590086406 	 0.770905824384091 
"Q86X55;Q86X55-1"	 818549.580110066 	 798322.527692787 	 896538.668730171 	 502543.702842117 	 546359.338673188 	 543675.690441786 	 1.57820189739966 	 1.57820189739966 	 0.00324566917360729 
Q86X67	 84861.9481993957 	 992624.322308131 	 900859.034833364 	 309702.123709088 	 429919.812337768 	 775393.158917089 	 1.30582547455606 	 1.30582547455606 	 0.664043994541392 
"Q86X76;Q86X76-4"	 521845.220384894 	 186104.192407231 	 320442.565964984 	 918905.576298846 	 248394.954361188 	 196778.465573385 	 0.753909400846117 	 -1.32641932688158 	 0.690604029788228 
"Q86XK3;Q86XK3-2"	 632562.012509861 	 779501.273889965 	 643326.814628437 	 78094.3189173852 	 650489.524653835 	 636422.706271508 	 1.50577306846262 	 1.50577306846262 	 0.346286163450963 
Q86Y07-3	 543270.168427481 	 813664.37684318 	 427606.313252029 	 897779.211136085 	 795669.547602357 	 575928.472405915 	 0.786357082477124 	 -1.2716868993535 	 0.340040168751275 
Q86Y30	 200428.906463785 	 274904.169118896 	 625786.764376926 	 823715.970545459 	 283070.879104513 	 960640.639433079 	 0.532603849844319 	 -1.87756810299494 	 0.270479437940361 
Q86Y82	 365085.624330789 	 4446.607280707 	 386432.620096793 	 80253.9712716767 	 689482.859277161 	 497314.204067066 	 0.596633309200094 	 -1.67607135669428 	 0.484047407069289 
"Q86YD1-2;Q86YD1"	 749354.846943195 	 450517.382317054 	 565894.507863037 	 968587.531444565 	 64048.8088023782 	 70212.9934219381 	 1.60109516614482 	 1.60109516614482 	 0.543882949770393 
"Q86YJ6;Q86YJ6-2;Q86YJ6-4"	 574412.800019223 	 584416.802329341 	 921261.918140724 	 799859.496201398 	 213840.591226598 	 639662.752815602 	 1.25809741809778 	 1.25809741809778 	 0.538672859998447 
Q86YS6	 806935.713960097 	 846815.71511903 	 546563.587312119 	 200959.814200371 	 664669.443271844 	 799974.425420571 	 1.32103155089678 	 1.32103155089678 	 0.447196610699058 
"Q8IUC4;A8MT19"	 79542.0238285323 	 884250.455761516 	 784427.569802617 	 57410.5171802805 	 116416.489858063 	 978071.028760801 	 1.51768645753425 	 1.51768645753425 	 0.638359891094425 
"Q8IUX7;Q8N436"	 128972.163465405 	 299665.235113401 	 102767.175708413 	 557126.404746966 	 558014.155546958 	 115090.473263596 	 0.431955104197404 	 -2.31505540803379 	 0.25145592413317 
Q8IV33	 828177.528965289 	 749773.412650321 	 307464.239034831 	 890280.099007178 	 303989.131556971 	 682812.965668363 	 1.0044393284613 	 1.0044393284613 	 0.991177711867246 
"Q8IV36-2;Q8IV36;Q8IV36-3"	 9883.19797657988 	 109288.583509563 	 343891.776348514 	 363400.381420087 	 874022.135191171 	 906184.430829656 	 0.216020739430553 	 -4.62918515433321 	 0.0654214516651487 
Q8IVD9	 278814.636872998 	 281597.732048282 	 397102.723093102 	 734824.274451592 	 647904.887517442 	 44802.3637126549 	 0.670748823958294 	 -1.49087104484015 	 0.54705587742798 
Q8IVE3	 528616.227523757 	 323136.42128061 	 214140.531765092 	 734483.024316599 	 608059.52005881 	 68809.3976811213 	 0.755228479025798 	 -1.32410260970289 	 0.645155516342054 
Q8IVF2-3	 200032.457619125 	 906477.162799964 	 295203.176056021 	 751460.515997855 	 526995.001256524 	 994061.805472195 	 0.616810610179785 	 -1.62124318793499 	 0.337462999574389 
Q8IVL6	 513765.804540016 	 992510.173713661 	 268847.298438301 	 90451.2139717781 	 112691.853570808 	 951623.264490982 	 1.53721426356963 	 1.53721426356963 	 0.593040694494381 
Q8IVN8	 791496.519955602 	 363126.996764559 	 8405.80246846811 	 451057.519757538 	 400818.566078679 	 41295.634624316 	 1.30213406061374 	 1.30213406061374 	 0.751556456492225 
"Q8IWA5-2;Q8IWA5"	 336778.570961633 	 80758.9577225112 	 487355.471544497 	 574219.41910705 	 21603.4555921615 	 733947.005664596 	 0.680488416522921 	 -1.46953272931475 	 0.604262644810519 
Q8IWE2	 192155.819465404 	 782655.638399366 	 739376.328121943 	 435089.677266373 	 325540.323058348 	 296055.441846101 	 1.62223090957432 	 1.62223090957432 	 0.368117596681669 
"Q8IWZ3;Q8IWZ3-4;Q8IWZ3-6;rQ96GR2"	 578914.009857466 	 97925.9949797484 	 990720.698774781 	 166107.869964727 	 577313.654776147 	 437311.15243959 	 1.41231011543955 	 1.41231011543955 	 0.610848206518734 
Q8IXK2	 727842.531336427 	 581268.536561301 	 534137.017933446 	 461848.197058867 	 155970.277782636 	 469282.979461044 	 1.69556215616853 	 1.69556215616853 	 0.118926337011705 
"Q8IXQ6;Q8IXQ6-2"	 336049.076462898 	 336.3226199814 	 246520.913751038 	 973833.827323997 	 126492.43605183 	 685835.95155876 	 0.326345674519414 	 -3.06423549652567 	 0.243756403152411 
Q8IY37	 369578.226059838 	 894082.046378899 	 698735.44555224 	 352642.636584232 	 437534.751752958 	 192873.038391727 	 1.99623098127409 	 1.99623098127409 	 0.154175774437131 
"Q8IY67;Q8IY67-2"	 639970.744813072 	 819978.248830608 	 469699.052901551 	 220336.933146648 	 109392.10951384 	 572030.405596173 	 2.13987006210553 	 2.13987006210553 	 0.124373388995681 
Q8IYD1	 965920.730528897 	 679712.552788463 	 612426.07119607 	 702696.842972983 	 440514.425713693 	 318390.856617841 	 1.54492068355673 	 1.54492068355673 	 0.16589705946124 
Q8IYF3	 761666.103140128 	 636418.455977578 	 305504.39972462 	 290629.18283117 	 902406.677038513 	 236258.540633744 	 1.19190906942775 	 1.19190906942775 	 0.739378823645729 
Q8IYT2	 71949.9065722765 	 669167.345427756 	 127500.65868824 	 157962.012185339 	 156656.509589997 	 767629.587545153 	 0.802605154222586 	 -1.24594265902592 	 0.810984157479943 
Q8IYW2	 779848.365414839 	 454905.8066964 	 375591.117712226 	 349006.993508877 	 643517.233017572 	 614818.007739776 	 1.00186833612234 	 1.00186833612234 	 0.995183720716303 
Q8IYW4	 428522.080081381 	 711114.014484149 	 906416.864704223 	 881279.448472157 	 142974.383924045 	 928167.226356341 	 1.04795681756118 	 1.04795681756118 	 0.920803459361826 
Q8IZ83	 438971.008399983 	 643147.408340629 	 781598.906491545 	 196194.72903547 	 365926.995848309 	 600856.745103968 	 1.60253811341133 	 1.60253811341133 	 0.20539868414665 
Q8IZF6	 650450.125763192 	 64635.553467133 	 689139.602818096 	 9989.41127533071 	 30297.210699881 	 972796.911139419 	 1.38609032340232 	 1.38609032340232 	 0.749461403794527 
"Q8IZP2;P50502;Q8NFI4"	 185033.075657735 	 205924.963332942 	 310379.849755075 	 43800.7308785121 	 337479.559651981 	 296540.662312435 	 1.03469490844771 	 1.03469490844771 	 0.942794963627238 
Q8N0U8	 247508.792483529 	 286685.470677932 	 828294.578527736 	 590279.501261606 	 860486.296269028 	 927544.333861577 	 0.572881065301449 	 -1.74556301572614 	 0.208403781791202 
Q8N0V4	 798554.257210179 	 1258.82158488633 	 419392.941293583 	 314040.2013626 	 386031.122251905 	 861898.489125065 	 0.780556711240315 	 -1.28113689319382 	 0.712752131162494 
"Q8N142-2;Q8N142"	 674290.517798883 	 798287.365700115 	 916097.082218401 	 459939.365522415 	 330395.229553957 	 723005.622435071 	 1.57841240064668 	 1.57841240064668 	 0.111416089515122 
"Q8N163-2;Q8N163"	 6403.34933021236 	 396314.734890424 	 371863.039344052 	 202583.64286823 	 761077.535073954 	 945489.218122346 	 0.405720327304433 	 -2.46475202917217 	 0.23239423845166 
Q8N1I8	 294658.236524885 	 48775.6928529769 	 815960.344129928 	 807681.146502389 	 74170.7601120952 	 238985.937311719 	 1.03439965003905 	 1.03439965003905 	 0.96960875197219 
Q8N1Y9	 526065.669607236 	 136995.916283658 	 186808.222735883 	 859296.997366981 	 884858.251014184 	 451365.319922044 	 0.387092619807972 	 -2.58336105838463 	 0.0748330396065032 
Q8N201	 442909.358305145 	 29810.4227975191 	 42698.5060199926 	 321913.435360482 	 527494.319727258 	 137928.456530379 	 0.522029153856265 	 -1.91560182532514 	 0.424045755201046 
Q8N2C7-4	 571145.641301714 	 183510.520509032 	 487098.947044907 	 479253.170333668 	 389374.038201715 	 990653.033146072 	 0.667868716623731 	 -1.49730025543836 	 0.413825303075553 
Q8N357	 463197.385158931 	 317448.700453322 	 51083.5605634775 	 50475.0919564466 	 215304.211509546 	 784004.951694925 	 0.792286264617522 	 -1.262170057287 	 0.791981240346918 
Q8N3D4	 833508.058562173 	 485969.258313137 	 592615.909988514 	 467287.341312295 	 837678.687473583 	 942328.62609927 	 0.850842243898607 	 -1.17530600669043 	 0.56556757894721 
Q8N3K9	 26924.3988747087 	 874186.744156428 	 176585.358406245 	 735908.640417272 	 335404.249851049 	 73229.1891184376 	 0.941596225116344 	 -1.06202634773354 	 0.948819687172222 
Q8N3T6	 589590.555452456 	 943595.704657944 	 324397.031317176 	 479935.611661745 	 218092.221199976 	 421017.24638184 	 1.65997181515086 	 1.65997181515086 	 0.305348161615971 
"Q8N4C6-7;Q8N4C6-10;Q8N4C6-4;Q8N4C6-5;Q9P0L9;Q9P0L9-2"	 536368.82107152 	 191009.458611746 	 241106.433484492 	 975938.280820472 	 241865.502477221 	 137374.438651257 	 0.714654867885149 	 -1.39927683268885 	 0.685487297907097 
Q8N4S0	 596269.731840408 	 857832.306705409 	 58323.6922631417 	 432321.889454288 	 846366.927840561 	 847350.984952267 	 0.711381663320885 	 -1.40571517591806 	 0.504394287952808 
Q8N4V1-2	 593940.561780891 	 494343.163735463 	 485053.248190057 	 921081.744746383 	 896294.820958385 	 422332.622120859 	 0.702473777514772 	 -1.42354068152953 	 0.303081193325798 
Q8N5M9	 269646.069449442 	 198377.028885828 	 601854.681102219 	 660288.617992849 	 454349.290291664 	 746647.923832569 	 0.574805739653956 	 -1.73971818827352 	 0.165257800108501 
Q8N5R6-2	 584637.86899381 	 76662.3031773684 	 921232.231236048 	 956354.966424655 	 94362.7961829589 	 887423.104285287 	 0.816520837282708 	 -1.22470848793999 	 0.764811445600718 
Q8N6Q8	 203834.217807854 	 909757.69746447 	 296009.619949082 	 946842.481031875 	 162498.41222407 	 416249.094799983 	 0.923971411884836 	 -1.08228456761457 	 0.90970305418748 
"Q8N6T3-3;Q8N6T3"	 212520.176047142 	 898017.817669555 	 33147.2614819786 	 800915.072271094 	 507533.349430291 	 498513.769556739 	 0.632932587483951 	 -1.57994709037691 	 0.498633664404641 
"Q8N8S7-2;Q8N8S7"	 192667.889058073 	 750605.214662365 	 306782.727175347 	 382137.432882663 	 980934.055268312 	 316189.813022288 	 0.744408169248227 	 -1.34334904063438 	 0.627205172584921 
Q8NB16	 653444.060847096 	 377186.222558039 	 451334.573301715 	 422110.792097445 	 470708.822781937 	 148604.66938853 	 1.42301738023002 	 1.42301738023002 	 0.323519756415466 
"Q8NB25-3;Q8NB25;Q8NB25-2;Q8NB25-4"	 458009.819485457 	 664159.211902912 	 678717.403719178 	 269011.163672086 	 768246.93126728 	 922560.3953682 	 0.918904706744002 	 -1.08825212523217 	 0.819768262786326 
Q8NBF2	 315269.815248501 	 335469.873046794 	 540851.820653407 	 820790.163042673 	 387854.892560965 	 631032.329993073 	 0.647717647821279 	 -1.54388259045232 	 0.22654544238527 
Q8NBJ5	 569152.28797139 	 7393.32221544797 	 399273.983992599 	 988635.721701133 	 175558.562014672 	 768857.242300074 	 0.504807854858713 	 -1.98095174307437 	 0.346619840606993 
"Q8NBJ7-3;Q8NBJ7;Q8NBJ7-2"	 648882.732351643 	 347132.883240898 	 954041.877477141 	 545025.724889193 	 847831.884390103 	 288604.785690666 	 1.15973898607736 	 1.15973898607736 	 0.72639223256401 
Q8NBS9	 119821.037851827 	 163400.117342171 	 700480.128130075 	 968216.828955419 	 259619.578205056 	 860340.461263693 	 0.471081400334838 	 -2.12277538295763 	 0.273239796407903 
"Q8NC51-2;Q8NC51-4"	 799260.566133745 	 956054.085467379 	 402649.474211097 	 686503.184976927 	 348854.041216849 	 593842.353596778 	 1.32455480137654 	 1.32455480137654 	 0.422713878231552 
Q8NCJ5	 623610.328700652 	 805150.67299861 	 450093.243339583 	 716983.176730801 	 907862.271768702 	 450035.29005635 	 0.905523970667613 	 -1.10433299657737 	 0.717919191120079 
Q8NCW0-2	 775272.837249818 	 517863.302030985 	 480252.089586885 	 405790.181091613 	 281350.247165095 	 211517.619349829 	 1.97337378059528 	 1.97337378059528 	 0.0673027387745308 
"Q8NDH3;Q8NDH3-4"	 753955.276762724 	 755872.197243013 	 599286.788832242 	 897777.001215202 	 262090.829595718 	 2150.00045696412 	 1.81504466290049 	 1.81504466290049 	 0.356953462978006 
"Q8NE71-2;Q8NE71"	 271869.273287776 	 496718.878907863 	 54372.2420060707 	 634881.706750908 	 276926.286348262 	 348048.534130634 	 0.653217550105685 	 -1.53088354689522 	 0.436397997169691 
"Q8NE86-3;Q8NE86"	 963836.305402049 	 952851.174338088 	 669939.365744709 	 430618.104705003 	 587856.652301232 	 18804.4205283883 	 2.49366506289335 	 2.49366506289335 	 0.0728914029758496 
Q8NEV8-2	 257899.960283204 	 694936.337888063 	 116517.733923874 	 65504.2617344833 	 109366.334732151 	 498624.600017488 	 1.58776786780001 	 1.58776786780001 	 0.585741668103932 
Q8NEY1	 813001.986882773 	 6383.02001187485 	 908592.142063096 	 230484.706895303 	 999919.483776806 	 929481.886624812 	 0.800031616074998 	 -1.24995060183504 	 0.722444977090216 
Q8NGG7	 489568.281099162 	 376566.42068783 	 817609.807437534 	 911750.900163419 	 547296.735455125 	 563818.455668724 	 0.832355891710588 	 -1.20140916879303 	 0.559858871169103 
Q8NGS5	 938414.029162533 	 743762.750068938 	 812696.2942448 	 118726.3381556 	 123273.38133892 	 611143.14718094 	 2.9243321030138 	 2.9243321030138 	 0.0657265725720788 
Q8NGY0	 945510.128777778 	 208905.119431246 	 637008.370508151 	 663860.480106581 	 353739.182288766 	 635511.651485017 	 1.08366787141039 	 1.08366787141039 	 0.857970678474088 
Q8NHP7	 913766.156250723 	 784273.791194444 	 822678.473489416 	 974358.640601573 	 734498.505545818 	 974256.429357784 	 0.939475109792914 	 -1.06442415512256 	 0.586424448143818 
Q8NHX9	 490169.923550339 	 275297.426048821 	 249657.202612486 	 831784.641610239 	 282190.622271306 	 736515.782283298 	 0.548570366938819 	 -1.82292019450538 	 0.238140931815284 
Q8TAP8	 661756.304017094 	 235568.619604497 	 900263.428460443 	 676522.136187326 	 490621.028735357 	 403380.578378506 	 1.144578908628 	 1.144578908628 	 0.745656030240326 
"Q8TAQ2-2;Q8TAQ2-3"	 950406.603767968 	 566888.56833421 	 102352.476820511 	 147758.900663018 	 388191.067560053 	 635228.425411746 	 1.38292138731831 	 1.38292138731831 	 0.631560323408262 
Q8TB45	 600950.362710801 	 242014.944483568 	 570454.956988168 	 177121.496139675 	 104940.960180937 	 752297.315599029 	 1.36646871093934 	 1.36646871093934 	 0.626309813096383 
Q8TBQ9	 357269.043603167 	 459226.478704256 	 579907.371820305 	 97926.4678072742 	 272689.707134486 	 751831.591509402 	 1.24406937753792 	 1.24406937753792 	 0.693694001263287 
Q8TCG1	 187297.987651157 	 483377.888943681 	 619538.66770102 	 653011.982961178 	 520309.45341733 	 637407.372262374 	 0.712538806550652 	 -1.40343233351868 	 0.305681562367075 
Q8TCS8	 869520.864644606 	 736009.861770457 	 195099.610907205 	 567645.327069317 	 823810.929623773 	 368947.336893773 	 1.02285086435971 	 1.02285086435971 	 0.959355409616142 
"Q8TCT9-2;Q8TCT9-5"	 131679.543117782 	 736955.664439597 	 893462.645723843 	 178019.732642435 	 6291.90350856512 	 303819.784012604 	 3.60988410188927 	 3.60988410188927 	 0.201298900083568 
"Q8TCU4;Q8TCU4-2"	 150085.864610219 	 402527.753341978 	 471915.186468999 	 545097.061589935 	 669870.176976735 	 986242.590616401 	 0.465438955813416 	 -2.14850946082149 	 0.0799668667023812 
Q8TD16-2	 172964.615842725 	 684326.399524661 	 729421.062607381 	 304938.437355802 	 79056.9255269736 	 317012.229948639 	 2.26347345478233 	 2.26347345478233 	 0.235112791320029 
Q8TD19	 719844.568849859 	 778111.434071365 	 402032.26009552 	 837872.711577057 	 865092.250185498 	 280185.527140813 	 0.958065599987518 	 -1.04376986295409 	 0.90845978626637 
Q8TD55	 517778.756766972 	 660830.974365384 	 581146.364954658 	 518099.119922842 	 908200.345492421 	 220436.269683596 	 1.06863296798583 	 1.06863296798583 	 0.868921339762749 
"Q8TDB8-2;P11169;Q8TDB8"	 440289.273528654 	 821245.864773897 	 690240.847857474 	 976199.215836861 	 78857.3670554957 	 282291.051258565 	 1.45943802218576 	 1.45943802218576 	 0.541649940600649 
Q8TDI8	 412804.740124436 	 221060.644670858 	 821278.734733508 	 24219.5189587238 	 438934.293719076 	 722487.171850551 	 1.22730585271364 	 1.22730585271364 	 0.755597681541858 
Q8TE73	 354721.100982347 	 460678.991752899 	 398392.502630535 	 991405.170726725 	 806804.289947127 	 109377.662305808 	 0.636297331190741 	 -1.57159232167239 	 0.480427310787899 
"Q8TEA7;Q8TEA7-3"	 365632.719210502 	 273604.084987582 	 988730.13524093 	 126239.603347445 	 89391.6707232605 	 983258.178149012 	 1.35789578966173 	 1.35789578966173 	 0.718851268838831 
Q8TED1	 99874.1451845063 	 650275.759023671 	 715918.932952682 	 947337.240456481 	 714132.703738805 	 289386.938838665 	 0.751499943389412 	 -1.33067208959432 	 0.587465805424153 
"Q8TER0;Q8TER0-3;Q8TER0-4"	 764151.262703929 	 592026.938859233 	 372431.128500735 	 476060.155375522 	 521958.348627284 	 23589.7123945077 	 1.69204720784237 	 1.69204720784237 	 0.300512239860208 
Q8TET4	 986774.073430249 	 231331.886210369 	 594269.744417452 	 162077.054560849 	 641072.857355909 	 59978.3812543832 	 2.09977557032615 	 2.09977557032615 	 0.327220970053377 
Q8TEW0-5	 748166.24497322 	 808536.563326739 	 425758.336240477 	 570147.202403727 	 895842.397294062 	 798606.30801233 	 0.875414963787085 	 -1.14231540625483 	 0.573532401629198 
"Q8TEX9-2;Q8TEX9"	 670118.59271015 	 204084.192698985 	 619315.756711146 	 258469.181360864 	 752927.880944229 	 902854.219544279 	 0.780210287061885 	 -1.28170573572645 	 0.598783920125077 
Q8TEY5	 72183.0715529452 	 490128.398155365 	 704753.857306656 	 405947.227693832 	 985429.303949747 	 9933.02026749721 	 0.904200877876676 	 -1.10594893730726 	 0.902231084316074 
Q8TF61	 933458.729213963 	 207407.431682057 	 452805.569953314 	 832787.516173114 	 300579.340741311 	 14427.8097119166 	 1.38846413665045 	 1.38846413665045 	 0.667615256305083 
"Q8TF66;Q8TF66-2"	 400957.114738057 	 641998.040295374 	 76654.1747845368 	 177438.19470956 	 452675.781338615 	 46473.0077827465 	 1.65478993325972 	 1.65478993325972 	 0.510450831571144 
Q8WUD1	 244489.561664051 	 410771.746652356 	 183628.158835407 	 157239.280110641 	 744119.222522777 	 553138.661369092 	 0.576755656809493 	 -1.73383648377515 	 0.360690467478841 
"Q8WUM4;Q8WUM4-2"	 762815.135925776 	 179974.789884058 	 655209.126621023 	 757977.304115597 	 91963.574738209 	 983017.628026243 	 0.871814089862227 	 -1.14703353803106 	 0.821385137895904 
Q8WVM7	 984259.365652602 	 21848.0169265166 	 219480.316323466 	 633418.452786111 	 712926.945521139 	 568519.739539045 	 0.640038650597106 	 -1.56240564388897 	 0.516619906514169 
Q8WVM8	 162212.16770655 	 536907.978936268 	 243697.896845404 	 951254.725814278 	 554422.670998331 	 638992.380573964 	 0.439609889330893 	 -2.27474409532062 	 0.0733423310713015 
Q8WW22-2	 199685.822056467 	 207349.235352166 	 244000.082679184 	 354652.93868704 	 804764.096796457 	 625699.470720663 	 0.364701764744849 	 -2.74196644126363 	 0.100254458900698 
"Q8WWB7-2;Q8WWB7"	 669814.393315482 	 962805.899957345 	 287544.298352959 	 652684.74217529 	 851495.679834646 	 655990.255194879 	 0.888894850711709 	 -1.1249924546186 	 0.729316677184061 
"Q8WX93;Q86TC9"	 102598.15185975 	 992225.401499962 	 477535.123473846 	 726098.395742329 	 563073.714129477 	 63458.7791591333 	 1.16244475088103 	 1.16244475088103 	 0.833875206507677 
"Q8WXF1-2;Q8WXF1"	 369251.101391726 	 295934.233217745 	 838299.897658156 	 53824.6463360144 	 333183.451734127 	 768950.15471234 	 1.30063973214311 	 1.30063973214311 	 0.689359387526564 
Q8WXR4-7	 34478.5162178735 	 452206.148455842 	 225967.031727178 	 938083.510078689 	 224912.54326211 	 485265.803337668 	 0.432365581666138 	 -2.31285755019273 	 0.280641537210818 
Q8WXW3	 556615.197087645 	 151539.803904872 	 781570.887587708 	 792279.5866678 	 119889.790960216 	 388472.642343633 	 1.14537733342853 	 1.14537733342853 	 0.826057213386834 
Q8WY21-3	 122531.569233039 	 279791.011468323 	 115867.897631792 	 70695.2471098712 	 357762.300621586 	 562336.005801374 	 0.523005500475314 	 -1.91202578001797 	 0.388882253796444 
Q8WYP5-2	 938050.626073181 	 414088.491794658 	 202396.858421308 	 49767.6094338155 	 355664.53668025 	 546601.327827074 	 1.63285852739382 	 1.63285852739382 	 0.492447417128298 
"Q8WZ42-7;Q8WZ42-10;Q8WZ42-5;Q8WZ42-6;Q8WZ42-8;Q8WZ42-9"	 951133.510284798 	 201716.484805569 	 551933.710482593 	 988894.186820013 	 685217.630540631 	 628457.188864734 	 0.7403833287792 	 -1.35065169774808 	 0.473498057063006 
Q8WZ60	 482096.394793106 	 118408.959848503 	 520156.390452278 	 201616.480969327 	 524279.277609965 	 670924.187264258 	 0.802295062028994 	 -1.24642422386474 	 0.651367192373289 
